gene	liver_448_adjacent_non-tumor_tissue	liver_448_tumor	liver_473_adjacent_non-tumor_tissue	liver_473_tumor	liver_510_adjacent_non-tumor_tissue	liver_510_tumor
LOC107987235	0	0	0	0	0	0
LOC107987236	0	0	0	0	0	0
LOC107987237	2	0	1	1	1	6
LOC107987238	0	0	0	1	0	0
LOC107987240	0	0	0	0	0	0
LOC107987241	0	0	0	0	0	0
LOC107987243	4	8	2	0	2	1
LOC107987244	1	2	0	0	0	1
LOC107987245	73	30	25	15	17	32
LOC107987246	0	0	0	0	0	0
LOC107987247	0	0	0	0	0	2
LOC107987248	0	0	0	0	0	0
LOC107987249	1	1	0	3	0	11
LOC107987250	34	7	23	44	25	4
LOC107987251	12	10	7	1	2	6
LOC107987254	0	0	0	0	0	0
LOC107987254_1	0	0	0	0	0	0
LOC107987256	1	2	1	0	0	0
LOC107987258	0	0	0	0	0	0
LOC107987259	1	4	0	3	0	11
LOC107987261	9	18	5	15	4	25
LOC107987262	0	0	0	0	0	0
LOC107987264	0	0	0	0	0	0
LOC107987266	0	6	1	2	0	6
LOC107987267	0	0	0	0	0	0
LOC107987269	1	1	0	0	0	2
LOC107987270	0	0	0	0	0	0
LOC107987272	2	5	1	0	2	1
LOC107987276	1	0	0	0	2	4
LOC107987280	3	20	1	3	2	10
LOC107987281	3	1	1	1	3	1
LOC107987282	0	0	0	0	0	0
LOC107987284	0	0	0	0	0	0
LOC107987285	0	0	0	0	0	0
LOC107987288	0	0	0	0	0	0
LOC107987289	0	0	0	0	0	0
LOC107987290	0	0	0	0	0	0
LOC107987292	2	1	0	1	2	3
LOC107987293	0	0	0	0	0	0
LOC107987294	0	0	0	0	0	0
LOC107987296	0	0	0	0	0	1
LOC107987299	4	6	1	12	2	7
LOC107987300	0	0	0	0	0	0
LOC107987301	0	0	0	0	0	0
LOC107987302	4	8	0	0	0	0
LOC107987303	0	0	3	18	13	46
LOC107987304	0	0	0	0	2	0
LOC107987308	0	0	0	0	0	0
LOC107987309	0	0	0	0	0	0
LOC107987311	0	0	0	0	0	0
LOC107987323	0	0	0	0	0	0
LOC107987324	0	0	0	0	0	0
LOC107987325	0	0	0	0	0	0
LOC107987326	0	11	0	5	0	2
LOC107987331	0	0	6	0	1	0
LOC107987334	0	0	0	0	0	0
LOC107987338	1	0	0	0	0	0
LOC107987339	0	0	0	0	0	0
LOC107987340	0	0	1	0	0	0
LOC107987342	0	0	0	0	0	0
LOC107987343	1	0	1	3	0	0
LOC107987344	1	8	9	2	2	0
LOC107987346	1	1	3	0	1	3
LOC107987347	3	1	2	0	4	241
LOC107987348	0	0	0	0	0	0
LOC107987349	0	0	0	0	0	0
LOC107987350	0	0	0	0	0	0
LOC107987352	0	0	0	0	0	0
LOC107987353	0	0	0	0	0	0
LOC107987354	0	0	0	0	0	0
LOC107987355	0	0	0	0	0	0
LOC107987356	0	0	0	0	0	0
LOC107987357	0	0	0	0	0	0
LOC107987359	0	0	0	0	0	0
LOC107987361	0	0	0	0	0	0
LOC107987362	0	0	0	0	0	0
LOC107987365	0	0	0	0	0	0
LOC107987366	0	3	0	0	0	0
LOC107987370	0	0	0	0	0	0
LOC107987372	0	0	0	0	0	0
LOC107987373	1	2	1	3	19	13
LOC107987374	0	0	0	0	0	1
LOC107987375	0	0	0	0	0	0
LOC107987381	0	0	0	0	0	0
LOC107987382	0	0	0	0	0	0
LOC107987384	0	0	0	0	0	0
LOC107987386	0	0	0	0	0	0
LOC107987388	0	0	0	0	0	0
LOC107987389	0	0	0	0	0	0
LOC107987392	0	0	0	0	0	0
LOC107987393	0	0	0	0	0	0
LOC107987394	0	0	0	0	0	0
LOC107987398	0	0	0	0	0	0
LOC107987399	0	0	0	0	0	0
LOC107987401	0	3	0	0	0	0
LOC107987405	0	0	0	0	0	0
LOC107987407	0	0	0	0	0	0
LOC107987408	0	0	0	0	0	0
LOC107987411	0	0	0	0	0	0
LOC107987412	0	0	0	0	0	0
LOC107987413	0	0	0	0	0	0
LOC107987414	0	0	0	0	0	0
LOC107987415	0	0	0	0	0	0
LOC107987417	0	2	0	0	0	0
LOC107987418	0	0	0	0	0	0
LOC107987419	0	0	0	0	0	0
LOC107987420	0	0	0	0	0	0
LOC107987421	0	0	0	0	0	0
LOC107987422	0	0	0	0	0	0
LOC107987423	3	0	1	1	1	2
LOC107987425	0	0	0	0	0	0
LOC107987426	0	0	0	0	0	0
LOC107987427	0	0	0	0	0	0
LOC107987429	0	0	0	0	0	1
LOC107987432	0	0	0	0	0	0
LOC107987433	0	0	0	0	0	0
LOC107987434	0	0	0	0	0	0
LOC107987435	0	0	0	0	0	0
LOC107987436	0	0	0	0	0	0
LOC107987436_1	0	0	0	0	0	0
LOC107987437	0	0	1	1	0	0
LOC107987438	0	0	0	0	0	0
LOC107987440	0	0	0	0	0	0
LOC107987441	0	0	0	0	0	0
LOC107987443	0	0	0	0	0	0
LOC107987447	0	0	0	0	0	1
LOC107987448	0	0	0	0	0	0
LOC107987449	0	0	0	0	0	0
LOC107987452	0	0	0	0	0	0
LOC107987457	0	0	0	0	0	0
LOC107987459	0	0	0	0	0	0
LOC107987461	1	0	0	0	0	0
LOC107987462	0	0	0	0	0	0
LOC107987463	0	0	0	0	0	0
LOC107987464	0	0	0	0	0	0
LOC107987467	0	0	0	0	0	0
LOC107987473	0	0	0	0	0	0
LOC107987474	0	0	0	0	0	0
LOC107987476	0	0	0	0	0	0
LOC107987477	0	0	0	0	0	0
LOC107987478	0	0	0	0	0	0
LOC107987479	0	0	0	0	0	0
LOC107987545	1	3	2	8	2	2
LOC108783654	59	85	44	94	64	145
LOC110091768	2	3	2	6	0	2
LOC110091776	0	1	1	0	0	2
LOC110091777	0	0	1	0	0	0
LOC110384692	0	0	0	0	0	0
LOC112267855	1	3	3	2	0	9
LOC112267856	0	0	0	0	0	11
LOC112267857	6	6	1	4	3	1
LOC112267858	3	0	0	0	0	1
LOC112267859	1	0	0	0	0	0
LOC112267861	0	0	0	0	0	0
LOC112267864	0	0	0	0	0	0
LOC112267865	1	2	0	0	0	0
LOC112267866	6	1	2	4	1	1
LOC112267867	1	0	1	0	3	2
LOC112267868	0	4	0	0	1	0
LOC112267869	0	0	0	0	0	0
LOC112267870	0	4	0	1	2	1
LOC112267871	2	2	1	7	1	9
LOC112267872	13	21	12	24	11	26
LOC112267875	0	0	0	0	0	0
LOC112267876	0	0	0	0	0	0
LOC112267877	4	24	13	4	5	5
LOC112267879	9	1	5	0	3	0
LOC112267881	0	0	0	0	0	0
LOC112267883	1	2	4	8	0	1
LOC112267884	0	0	0	0	0	0
LOC112267887	4	4	3	2	3	0
LOC112267888	0	0	0	0	0	0
LOC112267890	3	2	1	4	1	0
LOC112267891	2	0	0	3	2	1
LOC112267892	0	0	0	0	0	0
LOC112267894	0	0	0	0	0	3
LOC112267895	9	2	9	11	12	0
LOC112267896	0	0	0	0	0	0
LOC112267897	0	0	0	0	0	0
LOC112267899	0	4	0	0	1	0
LOC112267900	144	72	136	172	147	8
LOC112267901	1	0	0	1	0	0
LOC112267902	0	0	0	0	0	0
LOC112267902_1	0	0	0	0	0	0
LOC112267902_2	0	0	0	0	0	0
LOC112267902_3	0	0	0	0	0	0
LOC112267902_4	0	0	0	0	0	0
LOC112267903	1	1	0	0	0	0
LOC112267904	0	0	0	1	0	0
LOC112267905	1	0	0	0	0	0
LOC112267907	1	8	0	2	0	3
LOC112267909	3	8	0	14	1	3
LOC112267910	0	0	0	0	0	0
LOC112267914	4	0	1	0	0	2
LOC112267915	179	16	35	3	18	3
LOC112267916	0	0	0	0	0	0
LOC112267917	2	1	3	1	1	2
LOC112267925	0	0	0	0	0	0
LOC112267929	0	0	0	0	0	0
LOC112267930	1	1	0	0	0	4
LOC112267931	0	0	0	0	1	1
LOC112267932	3	21	7	10	5	19
LOC112267933	0	0	0	0	0	0
LOC112267934	0	2	0	0	0	0
LOC112267935	0	0	0	0	0	0
LOC112267936	1	3	1	1	2	2
LOC112267937	0	8	1	0	3	1
LOC112267938	0	0	1	1	0	0
LOC112267939	0	0	0	0	0	0
LOC112267940	0	0	0	0	0	0
LOC112267941	0	0	0	0	0	0
LOC112267942	0	0	0	0	0	0
LOC112267943	0	4	2	1	2	2
LOC112267944	0	0	0	0	0	0
LOC112267947	0	0	0	0	0	0
LOC112267951	0	22	1	1	0	0
LOC112267952	8	46	10	123	29	43
LOC112267953	1	7	1	3	7	7
LOC112267955	0	0	0	1	0	0
LOC112267956	3	2	0	3	0	1
LOC112267957	0	0	1	0	0	0
LOC112267958	2	0	1	0	0	0
LOC112267959	0	0	0	0	0	0
LOC112267960	0	0	0	0	0	0
LOC112267961	0	2	1	2	0	2
LOC112267962	0	0	0	0	0	0
LOC112267964	0	0	0	0	0	0
LOC112267965	29	5	8	6	9	8
LOC112267966	0	0	0	0	0	0
LOC112267967	6	9	6	14	3	3
LOC112267968	0	0	0	0	4	5
LOC112267969	0	0	4	4	2	1
LOC112267970	1	1	0	1	0	0
LOC112267971	0	0	0	0	0	0
LOC112267972	0	0	0	0	0	1
LOC112267973	0	0	0	0	0	0
LOC112267973_1	0	0	0	0	0	0
LOC112267974	1	3	0	0	0	0
LOC112267978	0	0	0	0	0	0
LOC112267983	4	10	2	5	4	7
LOC112267984	3	1	5	0	0	1
LOC112267985	0	0	0	0	1	1
LOC112267986	1	1	0	16	0	4
LOC112267987	0	0	0	0	0	0
LOC112267987_1	0	0	0	0	0	0
LOC112267988	0	0	0	0	0	0
LOC112267988_1	0	0	0	0	0	0
LOC112267989	0	0	0	0	0	0
LOC112267989_1	0	0	0	0	0	0
LOC112267991	0	0	0	0	0	1
LOC112267992	0	0	0	0	0	0
LOC112267993	0	1	0	3	0	0
LOC112268006	0	0	0	0	0	0
LOC112268008	0	0	0	0	0	1
LOC112268009	27	7	16	6	6	9
LOC112268010	0	0	0	0	0	0
LOC112268012	0	6	1	0	0	0
LOC112268014	0	0	0	0	0	0
LOC112268015	3	1	1	0	1	3
LOC112268016	1	30	0	18	0	17
LOC112268017	0	0	0	0	0	0
LOC112268020	0	0	0	0	0	0
LOC112268021	3	6	1	1	6	1
LOC112268022	0	0	0	0	0	0
LOC112268023	0	0	0	0	0	0
LOC112268024	15	34	8	21	19	19
LOC112268025	5	5	5	9	3	1
LOC112268026	0	0	0	0	0	0
LOC112268027	9	1	5	0	3	5
LOC112268029	0	0	0	0	0	0
LOC112268030	24	36	14	7	13	17
LOC112268033	0	0	0	0	0	0
LOC112268034	0	0	0	0	0	0
LOC112268035	2	6	1	3	0	0
LOC112268036	0	0	0	0	0	0
LOC112268037	92	178	19	59	1	15
LOC112268038	0	0	1	0	0	0
LOC112268039	0	0	0	0	0	0
LOC112268042	1	1	0	0	1	0
LOC112268043	8	1	2	5	3	4
LOC112268044	27	31	12	3	12	0
LOC112268045	0	0	0	0	0	0
LOC112268046	0	0	0	0	0	0
LOC112268047	3	0	2	0	0	0
LOC112268048	2	0	0	2	0	0
LOC112268049	1	0	1	0	0	0
LOC112268050	0	4	2	2	1	11
LOC112268051	4	0	6	1	1	1
LOC112268052	0	0	0	0	0	0
LOC112268053	0	0	0	0	0	0
LOC112268054	1	0	0	4	1	4
LOC112268055	0	0	0	0	0	0
LOC112268056	0	4	0	2	2	3
LOC112268057	0	0	0	0	0	0
LOC112268058	15	7	27	109	34	71
LOC112268059	0	0	0	0	0	8
LOC112268060	0	0	0	0	0	0
LOC112268061	1	1	0	2	0	1
LOC112268062	3	1	1	0	1	1
LOC112268063	2	0	1	0	0	1
LOC112268064	8	7	9	0	10	2
LOC112268065	0	0	0	0	0	0
LOC112268066	0	3	0	0	0	0
LOC112268067	0	0	0	0	1	3
LOC112268068	0	0	0	0	0	0
LOC112268069	0	1	0	0	0	0
LOC112268070	0	0	0	0	0	0
LOC112268071	0	17	0	0	0	233
LOC112268072	1	2	2	0	0	2
LOC112268073	0	1	1	4	0	0
LOC112268076	0	1	0	0	0	0
LOC112268077	0	0	0	2	0	1
LOC112268078	0	0	0	0	0	0
LOC112268079	10	5	1	7	8	0
LOC112268080	0	0	0	1	0	0
LOC112268081	0	0	0	0	0	7
LOC112268082	0	0	0	0	0	0
LOC112268084	7	0	4	3	0	1
LOC112268085	0	3	1	0	0	3
LOC112268086	0	0	0	1	0	0
LOC112268087	0	0	0	0	0	0
LOC112268088	0	1	0	0	0	0
LOC112268089	2	32	3	11	8	16
LOC112268090	4	0	3	5	1	1
LOC112268092	34	25	21	25	7	28
LOC112268093	0	0	0	0	0	2
LOC112268095	2	0	2	0	1	0
LOC112268096	2	2	5	0	5	0
LOC112268098	4	7	3	10	2	8
LOC112268099	2	3	0	1	2	1
LOC112268100	1	0	0	0	0	2
LOC112268101	0	0	0	0	0	0
LOC112268102	1	0	0	0	1	0
LOC112268103	0	0	0	0	0	0
LOC112268103_1	0	0	0	0	0	0
LOC112268104	0	0	1	1	0	0
LOC112268106	1	4	2	17	1	4
LOC112268107	0	0	0	0	0	0
LOC112268108	0	0	0	0	0	0
LOC112268109	0	0	0	0	0	1
LOC112268110	0	0	0	0	0	0
LOC112268111	0	0	0	0	0	0
LOC112268112	2	0	5	88	6	1
LOC112268114	0	0	0	0	0	0
LOC112268115	0	4	0	0	0	0
LOC112268116	0	0	0	0	1	0
LOC112268117	0	0	0	0	0	0
LOC112268118	0	0	0	0	0	0
LOC112268119	0	0	1	0	0	0
LOC112268120	0	0	0	0	0	0
LOC112268121	2	0	0	7	2	7
LOC112268122	5	3	9	3	8	7
LOC112268123	0	0	0	0	0	0
LOC112268124	40	74	29	18	21	35
LOC112268125	0	0	0	0	0	0
LOC112268127	6	12	15	2	41	36
LOC112268128	0	0	0	0	0	0
LOC112268129	0	0	0	0	0	0
LOC112268130	0	2	0	2	2	0
LOC112268131	1	8	2	6	0	10
LOC112268133	16	2	6	3	1	2
LOC112268134	1	4	0	11	0	3
LOC112268135	0	0	0	0	0	0
LOC112268136	1	0	2	1	2	4
LOC112268138	0	0	0	0	0	0
LOC112268138_1	0	0	0	0	0	0
LOC112268139	0	0	0	0	0	0
LOC112268140	0	3	0	1	0	2
LOC112268142	0	0	0	0	1	1
LOC112268143	0	0	0	0	9	6
LOC112268144	0	0	2	0	3	0
LOC112268145	0	0	1	0	0	0
LOC112268146	0	0	0	0	0	0
LOC112268147	0	1	0	2	0	0
LOC112268148	5	14	5	1	5	2
LOC112268149	0	0	0	0	0	0
LOC112268150	4	4	0	1	1	273
LOC112268151	13	1	2	0	4	0
LOC112268152	0	0	0	0	0	0
LOC112268153	2	8	4	0	17	0
LOC112268154	0	0	0	0	0	0
LOC112268155	0	0	0	0	0	0
LOC112268156	0	0	0	0	0	0
LOC112268159	0	0	0	0	0	0
LOC112268159_1	0	0	0	0	0	0
LOC112268163	16	25	11	6	10	28
LOC112268165	2	0	0	1	0	1
LOC112268166	0	1	0	1	1	0
LOC112268168	0	0	0	0	0	0
LOC112268169	0	0	0	0	0	0
LOC112268170	4	28	2	32	6	27
LOC112268171	0	1	0	1	0	6
LOC112268172	0	0	0	0	0	0
LOC112268173	0	0	0	0	0	0
LOC112268174	0	0	0	0	0	0
LOC112268174_1	0	0	0	0	0	0
LOC112268175	0	0	0	0	0	0
LOC112268175_1	0	0	0	0	0	0
LOC112268176	0	0	0	0	0	0
LOC112268177	3	7	3	4	1	2
LOC112268179	0	3	2	4	1	4
LOC112268182	4	1	1	1	1	1
LOC112268184	7	25	5	9	8	10
LOC112268186	5	19	2	16	2	21
LOC112268187	3	1	3	0	3	1
LOC112268188	0	0	0	0	0	0
LOC112268189	0	0	0	0	0	1
LOC112268190	0	0	0	0	0	0
LOC112268190_1	0	0	0	0	0	0
LOC112268190_2	0	0	0	0	0	0
LOC112268191	0	0	0	0	0	0
LOC112268194	0	0	0	0	0	0
LOC112268195	2	2	1	2	0	1
LOC112268196	1	0	1	3	0	1
LOC112268198	13	23	2	6	3	8
LOC112268199	9	3	4	7	0	2
LOC112268200	0	0	0	0	0	0
LOC112268201	3	3	0	1	0	3
LOC112268202	0	3	2	1	2	2
LOC112268203	1	0	0	0	1	1
LOC112268204	0	0	0	0	0	0
LOC112268205	0	0	0	0	0	0
LOC112268206	0	0	0	0	0	0
LOC112268208	1	0	0	0	0	0
LOC112268209	0	5	0	0	2	0
LOC112268210	285	2	441	0	1384	3
LOC112268211	0	1	0	0	0	1
LOC112268212	0	0	0	0	0	0
LOC112268213	2	0	4	0	1	2
LOC112268214	1	2	0	0	0	1
LOC112268215	0	0	0	0	0	0
LOC112268218	0	1	0	0	1	0
LOC112268219	38	45	30	34	34	77
LOC112268220	0	0	0	0	0	0
LOC112268220_1	0	0	0	0	0	0
LOC112268221	0	0	0	0	0	0
LOC112268224	0	2	0	0	0	0
LOC112268225	4	8	5	3	1	7
LOC112268227	1	37	0	8	0	3
LOC112268230	0	1	0	0	0	0
LOC112268231	2	0	3	1	3	1
LOC112268234	0	1	0	1	0	7
LOC112268235	33	17	30	27	35	61
LOC112268236	0	0	0	0	0	0
LOC112268239	3	10	2	5	1	4
LOC112268240	1	3	1	0	1	3
LOC112268241	8	19	7	4	4	1
LOC112268243	0	1	1	0	0	4
LOC112268244	7	9	2	36	2	4
LOC112268245	0	0	0	0	0	0
LOC112268246	0	0	0	0	0	0
LOC112268246_1	0	0	0	0	0	0
LOC112268246_2	0	0	0	0	0	0
LOC112268247	0	0	0	0	0	0
LOC112268247_1	0	0	0	0	0	0
LOC112268248	0	0	0	0	0	1
LOC112268249	7	3	0	1	0	2
LOC112268250	0	7	0	3	0	1
LOC112268251	1	0	2	1	1	0
LOC112268252	1	0	0	0	0	0
LOC112268253	2	0	2	4	0	1
LOC112268254	7	33	5	37	11	23
LOC112268256	22	52	11	73	9	15
LOC112268257	0	0	0	0	0	0
LOC112268258	4	1	0	2	4	0
LOC112268259	21	70	12	81	19	122
LOC112268260	0	0	0	2	0	0
LOC112268261	1	1	1	0	1	5
LOC112268262	2	3	0	0	0	0
LOC112268263	2	3	0	3	0	0
LOC112268266	4	0	0	0	2	59
LOC112268267	57	168	28	284	55	145
LOC112268268	1	0	2	1	1	9
LOC112268269	24	38	34	28	75	82
LOC112268270	0	0	0	0	0	0
LOC112268271	0	4	0	10	0	0
LOC112268272	0	0	0	0	0	1
LOC112268273	0	0	0	0	0	0
LOC112268274	2	1	2	3	2	4
LOC112268276	0	1	1	6	0	0
LOC112268278	2	5	3	19	2	2
LOC112268279	0	0	0	0	0	0
LOC112268280	4	5	3	0	1	1
LOC112268281	0	0	0	0	0	0
LOC112268282	0	0	1	0	0	0
LOC112268283	0	0	0	0	0	0
LOC112268286	0	0	0	0	0	0
LOC112268287	0	0	0	0	0	0
LOC112268288	0	1	2	3	0	1
LOC112268289	2	0	0	1	2	1
LOC112268291	0	0	0	0	0	0
LOC112268292	1	0	3	0	5	0
LOC112268294	0	0	0	0	0	0
LOC112268294_1	0	0	0	0	0	0
LOC112268295	39	33	42	79	55	82
LOC112268296	0	0	0	0	1	0
LOC112268297	3	0	1	1	0	1
LOC112268299	0	0	0	0	0	0
LOC112268301	29	14	27	10	6	48
LOC112268302	1	0	0	0	0	2
LOC112268304	0	0	0	0	0	0
LOC112268304_1	0	0	0	0	0	0
LOC112268307	7	1	3	0	1	1
LOC112268310	0	0	0	0	1	0
LOC112268311	0	1	0	0	0	0
LOC112268312	0	0	0	0	1	0
LOC112268313	0	0	0	0	0	0
LOC112268314	0	0	0	0	0	0
LOC112268315	0	0	0	0	0	0
LOC112268316	0	0	0	0	0	0
LOC112268317	0	19	0	0	0	4
LOC112268318	0	0	0	0	0	0
LOC112268319	0	0	0	0	0	0
LOC112268320	0	0	0	0	0	0
LOC112268321	0	0	0	0	0	0
LOC112268321_1	0	0	0	0	0	0
LOC112268322	0	0	0	0	0	0
LOC112268323	0	0	0	0	0	0
LOC112268323_1	0	0	0	0	0	0
LOC112268325	0	0	0	0	0	0
LOC112268327	0	0	0	0	0	0
LOC112268329	0	0	0	0	0	0
LOC112268330	0	0	0	0	0	0
LOC112268333	0	0	0	1	4	0
LOC112268334	0	0	0	0	0	0
LOC112268336	0	0	0	0	0	0
LOC112268337	0	0	0	0	0	0
LOC112268339	0	0	0	0	0	0
LOC112268340	0	0	0	0	0	0
LOC112268341	0	0	0	0	0	0
LOC112268342	0	0	0	0	0	0
LOC112268347	0	0	0	0	0	0
LOC112268350	0	0	0	0	0	0
LOC112268354	0	0	0	0	0	0
LOC112268355	0	0	0	0	0	0
LOC112268371	0	0	0	0	0	0
LOC112268372	0	0	0	0	0	0
LOC112268374	0	0	0	0	0	0
LOC112268379	0	0	0	0	0	0
LOC112268382	0	0	2	10	5	21
LOC112268383	4	5	4	9	2	2
LOC112268384	0	1	0	0	0	0
LOC112268385	0	0	0	0	0	0
LOC112268387	0	0	0	0	0	0
LOC112268389	0	1	0	1	0	0
LOC112268390	0	0	0	0	0	0
LOC112268395	0	0	0	0	0	0
LOC112268400	0	0	0	0	0	0
LOC112268401	0	1	0	0	0	0
LOC112268402	0	0	0	0	0	0
LOC112268404	0	0	0	0	0	0
LOC112268405	0	0	0	0	0	0
LOC112268406	0	0	0	0	0	0
LOC112268407	0	0	0	0	0	0
LOC112268408	0	0	0	0	0	0
LOC112268411	0	0	0	0	0	0
LOC112268412	71	168	40	77	23	32
LOC112268413	2	0	1	2	0	2
LOC112268415	2	4	3	8	3	3
LOC112268416	0	0	0	0	0	0
LOC112268418	20	10	26	17	35	12
LOC112268419	7	5	4	4	3	3
LOC112268420	6	3	4	0	5	8
LOC112268421	16	3	15	26	5	66
LOC112268422	3	0	2	0	0	3
LOC112268423	0	0	0	0	0	0
LOC112268424	0	0	0	0	0	0
LOC112268425	0	0	0	0	0	0
LOC112268426	0	0	0	0	0	1
LOC112268429	0	0	0	1	1	0
LOC112268430	20	40	11	5	8	11
LOC112268431	0	0	0	0	0	0
LOC112268432	98	244	187	275	122	49
LOC112268433	0	4	1	0	1	3
LOC112268434	0	0	0	1	0	0
LOC112268436	0	0	0	0	0	0
LOC112268437	0	0	0	0	0	0
LOC112268438	2	0	0	0	0	0
LOC112268439	5	18	10	1	7	13
LOC112268440	0	0	0	0	0	0
LOC112268441	0	2	0	0	0	0
LOC112268444	2	3	0	0	0	1
LOC112268445	0	0	1	0	0	0
LOC112268446	6	0	0	0	1	1
LOC112268448	0	2	1	0	0	0
LOC112268449	0	16	0	0	0	9
LOC112268450	10	7	9	5	4	5
LOC112268455	0	0	0	1	1	1
LOC112268457	3	5	2	2	0	1
LOC112268458	3	17	1	6	0	10
LOC112268460	8	4	4	17	5	2
LOC112268461	0	0	0	0	0	0
LOC112268462	0	0	0	0	0	0
LOC112268463	0	0	0	0	0	0
LOC112268465	0	0	0	0	0	0
LOC112268466	0	0	0	0	0	0
LOC112268467	1	0	2	1	0	0
LOC112268468	0	1	0	1	0	0
LOC112268469	10	18	11	17	14	18
LOC112268471	0	5	0	0	0	0
LOC112268472	0	0	0	0	0	0
LOC112268474	3	1	1	3	1	2
LOC112543491	2	6	2	32	2	4
LOC112577516	0	0	0	0	1	0
LOC112577592	0	0	0	0	0	0
LOC112694756	5	46	4	21	4	25
LOC114224	9	3	6	7	4	5
LOC114841035	5	7	3	10	2	8
LOC114841040	1	1	0	1	2	0
LOC115308161	2	1	1	2	0	1
LOC115995503	0	0	0	0	0	0
LOC116435278	0	0	0	0	0	0
LOC117779438	21	242	16	216	36	308
LOC118142757	0	0	0	0	0	0
LOC143666	0	0	0	0	0	0
LOC143666_1	0	0	0	0	0	0
LOC145474	3	2	0	1	0	3
LOC145694	0	3	0	3	1	4
LOC145783	22	95	27	33	28	67
LOC145845	1	0	1	3	0	2
LOC147004	1	0	0	0	0	0
LOC148696	5	4	3	3	3	0
LOC149684	0	1	6	0	4	2
LOC150051	0	0	0	0	0	0
LOC150935	0	0	0	0	0	0
LOC150935_1	0	0	0	0	0	0
LOC151760	3	7	2	0	1	39
LOC152048	15	54	24	35	27	94
LOC153684	10	36	7	38	6	52
LOC153910	0	0	0	0	1	0
LOC154449	0	0	0	0	0	0
LOC154761	0	0	0	0	0	0
LOC154761_1	1	21	0	0	0	3
LOC155060	23	181	19	102	22	72
LOC157273	2	0	0	0	1	0
LOC157273_1	7	0	17	2	21	1
LOC158434	23	0	2	0	1	1
LOC158435	0	0	0	0	0	0
LOC162137	0	0	0	0	0	0
LOC171391	55	151	61	96	31	149
LOC202181	19	108	6	47	25	18
LOC220729	48	207	54	159	48	95
LOC221946	0	7	0	0	1	0
LOC254028	0	0	0	0	0	0
LOC254896	2	77	1	40	0	15
LOC257396	43	42	48	70	69	26
LOC283028	3	0	0	0	0	0
LOC283038	4	1	2	5	3	0
LOC283045	0	0	0	0	0	0
LOC283194	4	3	5	1	4	0
LOC283214	0	0	0	0	0	0
LOC283299	0	0	0	0	0	0
LOC283299_1	0	0	0	0	0	0
LOC283299_2	0	0	0	0	0	0
LOC283335	53	124	74	55	48	58
LOC283387	0	1	0	0	0	1
LOC283665	3	0	0	0	0	0
LOC283683	0	0	0	0	0	0
LOC283683_1	0	0	0	1	0	0
LOC283710	0	0	0	0	0	0
LOC283710_1	0	0	0	0	0	0
LOC283710_2	0	0	0	0	0	0
LOC283731	0	0	0	0	0	3
LOC283788	291	369	290	517	136	277
LOC283856	7	0	4	0	18	0
LOC283922	14	54	4	9	12	22
LOC284009	2	0	2	2	1	2
LOC284191	1	0	1	0	2	0
LOC284240	0	0	0	0	0	0
LOC284240_1	0	0	0	0	0	0
LOC284241	0	0	0	0	0	0
LOC284241_1	0	0	0	0	0	0
LOC284344	1	0	0	5	7	56
LOC284379	1	0	0	0	0	0
LOC284395	0	0	0	0	0	0
LOC284412	0	2	0	4	0	0
LOC284581	9	1	0	24	2	0
LOC284600	0	1	0	0	2	0
LOC284788	1	0	3	0	0	0
LOC284798	2	0	0	0	0	0
LOC284865	2	0	4	1	5	1
LOC284898	0	0	0	0	0	0
LOC284912	0	0	0	0	0	0
LOC284930	0	8	0	0	0	6
LOC284933	0	0	0	0	0	0
LOC284950	3	0	0	0	2	1
LOC285000	0	0	0	0	0	0
LOC285097	0	0	0	0	0	0
LOC285097_1	0	0	0	0	0	0
LOC285097_2	0	0	0	0	0	0
LOC285191	0	0	0	0	0	0
LOC285422	0	0	0	0	0	0
LOC285500	2	5	3	4	4	5
LOC285593	1	0	0	0	0	2
LOC285626	0	5	0	1	1	0
LOC285638	8	31	5	4	5	9
LOC285762	0	0	0	0	1	3
LOC285766	0	0	0	0	0	0
LOC285804	0	0	0	0	0	7
LOC285804_1	0	0	0	0	0	0
LOC285819	0	0	0	0	1	1
LOC285847	4	4	4	1	4	2
LOC285889	3	0	0	0	1	0
LOC286059	0	6	0	3	1	0
LOC286083	0	0	0	0	0	0
LOC286083_1	0	0	0	0	0	0
LOC286177	0	0	0	0	0	0
LOC286177_1	0	0	0	0	0	0
LOC286178	1	13	0	0	2	0
LOC286297	0	0	0	0	0	0
LOC286359	0	2	0	0	0	1
LOC286437	127	85	66	67	51	123
LOC338694	0	1	0	0	0	0
LOC338694_1	0	0	0	0	0	0
LOC338963	0	0	0	0	0	0
LOC339059	1	0	1	0	0	1
LOC339166	0	0	0	0	0	0
LOC339192	0	0	0	1	0	1
LOC339260	1	8	0	0	0	12
LOC339298	0	0	0	0	0	0
LOC339539	1	0	1	3	3	3
LOC339593	0	0	0	0	0	0
LOC339666	0	0	0	5	1	1
LOC339685	0	0	0	0	0	0
LOC339803	185	235	117	177	100	141
LOC339862	0	1	2	0	0	1
LOC339874	4	5	3	3	6	2
LOC339902	0	0	0	0	0	0
LOC339975	2	1	0	0	0	3
LOC340090	0	1	0	0	0	1
LOC340184	0	0	0	0	0	0
LOC340357	0	0	0	0	0	0
LOC340357_1	0	0	0	0	0	0
